Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;shipping_costs;number_of_products_in_warehouse;production_costs_per_unit
15.09.2018;17.09.2018;Second Class;DO-13645;Consumer;Salt Lake City;Utah;84106.0;West;OFF-BI-10002794;Office Supplies;Binders;Avery Trapezoid Ring Binder, 3 Capacity, Black, 1040 sheets;295.056;270;1;4
20.09.2017;24.09.2017;Standard Class;HA-14905;Consumer;New York City;New York;10035.0;East;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;393.25;29;1;49
15.12.2017;17.12.2017;Second Class;SH-20395;Consumer;Cuyahoga Falls;Ohio;44221.0;East;OFF-BI-10000201;Office Supplies;Binders;Avery Triangle Shaped Sheet Lifters, Black, 2/Pack;2.214;2;16;1
03.11.2018;06.11.2018;Second Class;JM-16195;Consumer;Wilmington;North Carolina;28403.0;South;OFF-PA-10003673;Office Supplies;Paper;Strathmore Photo Mount Cards;16.272;3;1;5
03.07.2017;07.07.2017;Standard Class;DK-13225;Corporate;New York City;New York;10035.0;East;OFF-AP-10000938;Office Supplies;Appliances;Avanti 1.7 Cu. Ft. Refrigerator;706.86;12;16;60
26.09.2015;30.09.2015;Standard Class;CM-12715;Corporate;Philadelphia;Pennsylvania;19140.0;East;OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;Mai 97;12;29;136
26.09.2015;30.09.2015;Standard Class;CM-12715;Corporate;Philadelphia;Pennsylvania;19140.0;East;FUR-FU-10001095;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;21.184;9;2;57
26.09.2015;30.09.2015;Standard Class;CM-12715;Corporate;Philadelphia;Pennsylvania;19140.0;East;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4 Cord Length;41.376;19;1;17
14.07.2015;17.07.2015;Second Class;BF-10975;Corporate;New York City;New York;10009.0;East;OFF-AR-10004999;Office Supplies;Art;Newell 315;17.94;5;1;2
28.09.2018;05.10.2018;Standard Class;SF-20965;Corporate;Philadelphia;Pennsylvania;19134.0;East;OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;2.655;9;1;12
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;892.35;134;0;3
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;FUR-BO-10004695;Furniture;Bookcases;OSullivan 2-Door Barrister Bookcase in Odessa Pine;307.666;19;1;187
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;OFF-ST-10000736;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;728.82;19;1;82
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs;41.36;40;31;140
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;TEC-PH-10003589;Technology;Phones;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;43.176;5;2;6
28.08.2016;04.09.2016;Standard Class;CB-12025;Consumer;Los Angeles;California;90049.0;West;FUR-FU-10003981;Furniture;Furnishings;Eldon Wave Desk Accessories;Apr 16;2;949;17
20.09.2016;26.09.2016;Standard Class;TC-20980;Corporate;Long Beach;New York;11561.0;East;OFF-PA-10001970;Office Supplies;Paper;Xerox 1881;61.4;23;3;13
20.09.2016;26.09.2016;Standard Class;TC-20980;Corporate;Long Beach;New York;11561.0;East;OFF-BI-10002437;Office Supplies;Binders;Recycled Premium Regency Composition Covers;24.448;23;3;15
07.11.2017;09.11.2017;First Class;LW-17215;Consumer;Rochester;New York;14609.0;East;TEC-PH-10000586;Technology;Phones;AT&T SB67148 SynJ;263.96;13;204;86
07.11.2017;09.11.2017;First Class;LW-17215;Consumer;Rochester;New York;14609.0;East;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;359.97;8;1;15
07.11.2017;09.11.2017;First Class;LW-17215;Consumer;Rochester;New York;14609.0;East;OFF-PA-10004983;Office Supplies;Paper;Xerox 23;Dez 96;3;43;4
07.11.2017;09.11.2017;First Class;LW-17215;Consumer;Rochester;New York;14609.0;East;OFF-ST-10003479;Office Supplies;Storage;Eldon Base for stackable storage shelf, platinum;116.82;17;21;11
07.11.2017;09.11.2017;First Class;LW-17215;Consumer;Rochester;New York;14609.0;East;OFF-BI-10004318;Office Supplies;Binders;Ibico EB-19 Dual Function Manual Binding System;276.784;12;2;11
20.10.2016;24.10.2016;Standard Class;NS-18640;Corporate;San Francisco;California;94109.0;West;TEC-AC-10002567;Technology;Accessories;Logitech G602 Wireless Gaming Mouse;239.97;7;6;5
20.10.2016;24.10.2016;Standard Class;NS-18640;Corporate;San Francisco;California;94109.0;West;FUR-FU-10001731;Furniture;Furnishings;Acrylic Self-Standing Desk Frames;16. Feb;8;1;35
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;454.56;12;1;225
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;FUR-FU-10002116;Furniture;Furnishings;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;141.42;3;13;12
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;310.744;9;1;75
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;OFF-AR-10003158;Office Supplies;Art;Fluorescent Highlighters by Dixon;12.736;49;1;5
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;Jun 47;15;33;11
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;OFF-BI-10000343;Office Supplies;Binders;Pressboard Covers with Storage Hooks, 9 1/2 x 11, Light Blue;13.748;12;14;1
01.01.2018;05.01.2018;Standard Class;JM-15250;Consumer;Huntsville;Texas;77340.0;Central;OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;15.224;10;6;12
23.06.2016;29.06.2016;Standard Class;RF-19345;Corporate;East Point;Georgia;30344.0;South;FUR-FU-10000794;Furniture;Furnishings;Eldon Stackable Tray, Side-Load, Legal, Smoke;27.42;6;0;15
23.06.2016;29.06.2016;Standard Class;RF-19345;Corporate;East Point;Georgia;30344.0;South;OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;165.98;5;25;25
23.06.2016;29.06.2016;Standard Class;RF-19345;Corporate;East Point;Georgia;30344.0;South;TEC-AC-10001590;Technology;Accessories;Dell Slim USB Multimedia Keyboard;75.0;3;118;21
22.11.2017;27.11.2017;Standard Class;CA-12055;Home Office;New York City;New York;10009.0;East;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;134.272;7;1;24
26.10.2016;01.11.2016;Standard Class;KH-16690;Corporate;Springfield;Oregon;97477.0;West;OFF-LA-10001474;Office Supplies;Labels;Avery 477;146.544;11;23;10
26.10.2016;01.11.2016;Standard Class;KH-16690;Corporate;Springfield;Oregon;97477.0;West;OFF-PA-10001497;Office Supplies;Paper;Xerox 1914;131.904;15;22;6
26.10.2016;01.11.2016;Standard Class;KH-16690;Corporate;Springfield;Oregon;97477.0;West;OFF-AP-10003287;Office Supplies;Appliances;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;203.88;9;24;36
26.10.2016;01.11.2016;Standard Class;KH-16690;Corporate;Springfield;Oregon;97477.0;West;OFF-BI-10002982;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos;14.301;17;1;16
26.10.2016;01.11.2016;Standard Class;KH-16690;Corporate;Springfield;Oregon;97477.0;West;OFF-ST-10001809;Office Supplies;Storage;Fellowes Officeware Wire Shelving;718.64;54;41;4
20.10.2017;26.10.2017;Standard Class;LC-16960;Home Office;Arlington;Virginia;22204.0;South;FUR-FU-10000246;Furniture;Furnishings;Aluminum Document Frame;61.1;55;1;17
28.04.2018;02.05.2018;Standard Class;JL-15130;Consumer;Wilmington;North Carolina;28403.0;South;OFF-AP-10000252;Office Supplies;Appliances;Harmony HEPA Quiet Air Purifiers;28. Aug;11;17;10
29.09.2017;01.10.2017;Second Class;DM-12955;Corporate;Yuma;Arizona;85364.0;West;OFF-AR-10002375;Office Supplies;Art;Newell 351;10.496;6;0;13
10.07.2016;14.07.2016;Standard Class;MV-18190;Consumer;San Bernardino;California;92404.0;West;OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders;39.92;11;5;1
07.08.2016;09.08.2016;First Class;NS-18640;Corporate;Baltimore;Maryland;21215.0;East;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4 Cord Length;77.58;5;1;36
07.12.2015;13.12.2015;Standard Class;AS-10630;Home Office;Seattle;Washington;98103.0;West;OFF-ST-10000532;Office Supplies;Storage;Advantus Rolling Drawer Organizers;269.36;6;7;12
10.12.2016;14.12.2016;Standard Class;MT-17815;Consumer;San Francisco;California;94110.0;West;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;Mai 76;6;1;6
08.11.2018;13.11.2018;Second Class;SR-20425;Home Office;New York City;New York;10035.0;East;OFF-AR-10002818;Office Supplies;Art;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;109.9;10;81;13
27.07.2018;01.08.2018;Second Class;DK-13375;Consumer;Seattle;Washington;98115.0;West;FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;23.88;324;3;12
27.07.2018;01.08.2018;Second Class;DK-13375;Consumer;Seattle;Washington;98115.0;West;OFF-PA-10003883;Office Supplies;Paper;Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5;26. Feb;2;5;1
27.07.2018;01.08.2018;Second Class;DK-13375;Consumer;Seattle;Washington;98115.0;West;OFF-PA-10002787;Office Supplies;Paper;Xerox 227;Dez 96;14;4456;20
27.07.2018;01.08.2018;Second Class;DK-13375;Consumer;Seattle;Washington;98115.0;West;TEC-AC-10000991;Technology;Accessories;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;234.95;14;17;7
28.12.2018;01.01.2019;Standard Class;SV-20935;Consumer;Albuquerque;New Mexico;87105.0;West;OFF-ST-10003058;Office Supplies;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118.25;30;12;2
28.12.2018;01.01.2019;Standard Class;SV-20935;Consumer;Albuquerque;New Mexico;87105.0;West;OFF-PA-10004239;Office Supplies;Paper;Xerox 1953;Apr 28;10;1;13
10.03.2017;13.03.2017;First Class;RH-19510;Home Office;Los Angeles;California;90045.0;West;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;26.85;4;26;2
10.03.2017;13.03.2017;First Class;RH-19510;Home Office;Los Angeles;California;90045.0;West;TEC-MA-10000984;Technology;Machines;Okidata MB760 Printer;3357.6;106;67;48
22.05.2016;26.05.2016;Standard Class;SB-20185;Consumer;Los Angeles;California;90045.0;West;OFF-LA-10004484;Office Supplies;Labels;Avery 476;Aug 26;6;97;552
22.05.2016;26.05.2016;Standard Class;SB-20185;Consumer;Los Angeles;California;90045.0;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2973.32;15;21;324
22.05.2016;26.05.2016;Standard Class;SB-20185;Consumer;Los Angeles;California;90045.0;West;OFF-ST-10002406;Office Supplies;Storage;Pizazz Global Quick File;104.79;8;1;10
22.05.2016;26.05.2016;Standard Class;SB-20185;Consumer;Los Angeles;California;90045.0;West;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;775.728;10;1;12
17.02.2018;19.02.2018;First Class;CR-12820;Home Office;Houston;Texas;77041.0;Central;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;890.664;12;0;171
17.02.2018;19.02.2018;First Class;CR-12820;Home Office;Houston;Texas;77041.0;Central;OFF-AR-10000937;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;175.44;7;92;12
17.02.2018;19.02.2018;First Class;CR-12820;Home Office;Houston;Texas;77041.0;Central;TEC-PH-10000038;Technology;Phones;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;438.336;7;13;19
08.12.2018;15.12.2018;Standard Class;EG-13900;Consumer;Philadelphia;Pennsylvania;19140.0;East;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;215.544;11;3;28
18.11.2018;23.11.2018;Standard Class;RD-19930;Consumer;Chicago;Illinois;60623.0;Central;OFF-EN-10002592;Office Supplies;Envelopes;Peel & Seel Recycled Catalog Envelopes, Brown;55.584;526;1;10
18.11.2018;23.11.2018;Standard Class;RD-19930;Consumer;Chicago;Illinois;60623.0;Central;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;127.386;5;1;59
01.12.2017;03.12.2017;Second Class;JM-15865;Consumer;San Angelo;Texas;76903.0;Central;FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;248.43;9;29;38
01.12.2017;03.12.2017;Second Class;JM-15865;Consumer;San Angelo;Texas;76903.0;Central;OFF-AP-10004859;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Surge Suppressor;11.648;7;25;6
01.12.2017;03.12.2017;Second Class;JM-15865;Consumer;San Angelo;Texas;76903.0;Central;FUR-CH-10004477;Furniture;Chairs;Global Push Button Managers Chair, Indigo;85.246;5;2;12
03.10.2018;07.10.2018;Second Class;LW-16825;Corporate;Pasadena;Texas;77506.0;Central;OFF-AR-10004817;Office Supplies;Art;Colorific Watercolor Pencils;20.64;11;3;22
29.08.2018;04.09.2018;Standard Class;RW-19540;Corporate;Los Angeles;California;90049.0;West;FUR-FU-10003374;Furniture;Furnishings;Electrix Fluorescent Magnifier Lamps & Weighted Base;148.02;46;113;58
24.11.2018;24.11.2018;Same Day;BG-11695;Corporate;Garden City;Kansas;67846.0;Central;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;33.29;11;15;4
30.06.2018;05.07.2018;Standard Class;TT-21220;Consumer;Los Angeles;California;90045.0;West;OFF-PA-10000675;Office Supplies;Paper;Xerox 1919;204.95;7;9;23
22.07.2018;27.07.2018;Standard Class;EB-13930;Consumer;Chicago;Illinois;60653.0;Central;FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;526.344;16;3;16
11.11.2017;16.11.2017;Standard Class;LP-17080;Consumer;San Francisco;California;94110.0;West;FUR-FU-10001934;Furniture;Furnishings;Magnifier Swing Arm Lamp;41.96;10;42;28
11.11.2017;16.11.2017;Standard Class;LP-17080;Consumer;San Francisco;California;94110.0;West;FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;451.152;12;97;74
11.11.2017;16.11.2017;Standard Class;LP-17080;Consumer;San Francisco;California;94110.0;West;OFF-BI-10001890;Office Supplies;Binders;Avery Poly Binder Pockets;31.504;27;1073;14
09.12.2015;15.12.2015;Standard Class;FP-14320;Consumer;Philadelphia;Pennsylvania;19134.0;East;OFF-EN-10002500;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes;30.672;2;1;1
09.12.2015;15.12.2015;Standard Class;FP-14320;Consumer;Philadelphia;Pennsylvania;19134.0;East;TEC-CO-10001766;Technology;Copiers;Canon PC940 Copier;1.079.976;42;14;1
07.09.2018;12.09.2018;Standard Class;JA-15970;Consumer;Modesto;California;95351.0;West;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161.568;44;6;125
06.02.2016;13.02.2016;Standard Class;TS-21655;Consumer;Houston;Texas;77070.0;Central;OFF-BI-10002049;Office Supplies;Binders;UniKeep View Case Binders;2.934;5;12;4
06.02.2016;13.02.2016;Standard Class;TS-21655;Consumer;Houston;Texas;77070.0;Central;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;18.528;6;1;23
06.02.2016;13.02.2016;Standard Class;TS-21655;Consumer;Houston;Texas;77070.0;Central;OFF-ST-10003470;Office Supplies;Storage;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;670.752;99;2;279
26.08.2018;01.09.2018;Standard Class;DP-13000;Consumer;Chicago;Illinois;60610.0;Central;FUR-FU-10000222;Furniture;Furnishings;Seth Thomas 16 Steel Case Clock;64.96;7;1;59
20.07.2015;23.07.2015;First Class;JD-15895;Corporate;Riverside;California;92503.0;West;TEC-AC-10000023;Technology;Accessories;Maxell 74 Minute CD-R Spindle, 50/Pack;41.94;4;1;98
20.07.2015;23.07.2015;First Class;JD-15895;Corporate;Riverside;California;92503.0;West;OFF-PA-10003971;Office Supplies;Paper;Xerox 1965;Nov 96;6;1;12
20.07.2015;23.07.2015;First Class;JD-15895;Corporate;Riverside;California;92503.0;West;OFF-AR-10003481;Office Supplies;Art;Newell 348;13. Dez;12;1;4
20.07.2015;23.07.2015;First Class;JD-15895;Corporate;Riverside;California;92503.0;West;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;535.41;13;1;39
08.10.2016;13.10.2016;Standard Class;GH-14485;Corporate;Dallas;Texas;75081.0;Central;FUR-FU-10003708;Furniture;Furnishings;Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48;72.78;13;1;63
16.02.2016;21.02.2016;Standard Class;RD-19585;Consumer;Los Angeles;California;90008.0;West;OFF-PA-10001970;Office Supplies;Paper;Xerox 1881;36.84;9;10;1
16.02.2016;21.02.2016;Standard Class;RD-19585;Consumer;Los Angeles;California;90008.0;West;OFF-LA-10002762;Office Supplies;Labels;Avery 485;87.71;14;2;2
12.08.2017;16.08.2017;Standard Class;CS-12490;Corporate;Lakeland;Florida;33801.0;South;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;5.622.925;9;2;12
09.11.2015;13.11.2015;Standard Class;BF-11215;Home Office;New York City;New York;10035.0;East;FUR-FU-10004091;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Black;56.52;11;12;18
18.07.2017;22.07.2017;Standard Class;NK-18490;Home Office;Philadelphia;Pennsylvania;19140.0;East;OFF-AR-10001545;Office Supplies;Art;Newell 326;11.264;11;11;28
18.07.2017;22.07.2017;Standard Class;NK-18490;Home Office;Philadelphia;Pennsylvania;19140.0;East;OFF-ST-10001476;Office Supplies;Storage;Steel Personal Filing/Posting Tote;284.08;9;34;8
18.07.2017;22.07.2017;Standard Class;NK-18490;Home Office;Philadelphia;Pennsylvania;19140.0;East;OFF-PA-10004971;Office Supplies;Paper;Xerox 196;18.496;3;7;25
05.02.2017;10.02.2017;Standard Class;AZ-10750;Consumer;San Diego;California;92037.0;West;OFF-LA-10003223;Office Supplies;Labels;Avery 508;14.73;7;27;1
05.02.2017;10.02.2017;Standard Class;AZ-10750;Consumer;San Diego;California;92037.0;West;OFF-ST-10004340;Office Supplies;Storage;Fellowes Mobile File Cart, Black;186.54;11;3;26
05.02.2017;10.02.2017;Standard Class;AZ-10750;Consumer;San Diego;California;92037.0;West;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;557.728;11;26;170
05.02.2017;10.02.2017;Standard Class;AZ-10750;Consumer;San Diego;California;92037.0;West;TEC-PH-10001448;Technology;Phones;Anker Astro 15000mAh USB Portable Charger;159.968;9;1;17
20.06.2015;27.06.2015;Standard Class;Co-12640;Consumer;Lawton;Oklahoma;73505.0;Central;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;471.9;15;16;19
20.06.2015;27.06.2015;Standard Class;Co-12640;Consumer;Lawton;Oklahoma;73505.0;Central;OFF-AR-10003469;Office Supplies;Art;Nontoxic Chalk;Mrz 52;11;1;10
09.06.2018;14.06.2018;Standard Class;AG-10675;Consumer;Salem;Virginia;24153.0;South;OFF-PA-10000249;Office Supplies;Paper;Easy-staple paper;49.12;33;77;15
27.12.2017;31.12.2017;Standard Class;EM-14140;Home Office;Santa Ana;California;92704.0;West;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;20.16;6;5;3
26.01.2015;29.01.2015;First Class;CA-11965;Corporate;Rapid City;South Dakota;57701.0;Central;OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Okt 68;10;13;3
26.01.2015;29.01.2015;First Class;CA-11965;Corporate;Rapid City;South Dakota;57701.0;Central;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;141.96;11;1;64
23.03.2018;25.03.2018;First Class;RB-19360;Consumer;Seattle;Washington;98115.0;West;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;32.48;5;4;2
23.03.2018;25.03.2018;First Class;RB-19360;Consumer;Seattle;Washington;98115.0;West;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;20. Apr;10;141;11
23.03.2018;25.03.2018;First Class;RB-19360;Consumer;Seattle;Washington;98115.0;West;TEC-CO-10004722;Technology;Copiers;Canon imageCLASS 2200 Advanced Copier;13999.96;139;9;21
20.03.2018;24.03.2018;Standard Class;RD-19720;Consumer;Middletown;Connecticut;6457.0;East;TEC-AC-10002842;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive;238.0;8;1;33
20.03.2018;24.03.2018;Standard Class;RD-19720;Consumer;Middletown;Connecticut;6457.0;East;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;61.96;1;1;116
04.10.2017;09.10.2017;Standard Class;MS-17830;Consumer;Baltimore;Maryland;21215.0;East;FUR-TA-10002622;Furniture;Tables;Bush Andora Conference Table, Maple/Graphite Gray Finish;239.372;11;2;136
18.11.2017;22.11.2017;Standard Class;PG-18820;Consumer;San Diego;California;92105.0;West;TEC-AC-10002842;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive;595.0;5;1;35
26.12.2018;01.01.2019;Standard Class;KB-16240;Corporate;Odessa;Texas;79762.0;Central;OFF-PA-10004285;Office Supplies;Paper;Xerox 1959;16.032;8;16;1
09.03.2017;13.03.2017;Standard Class;RB-19465;Home Office;Milford;Connecticut;6460.0;East;TEC-AC-10004469;Technology;Accessories;Microsoft Sculpt Comfort Mouse;199.75;15;2;12
16.02.2017;20.02.2017;Standard Class;JD-15790;Consumer;Belleville;New Jersey;7109.0;East;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;227.96;14;99;424
28.09.2016;03.10.2016;Second Class;JJ-15445;Consumer;New York City;New York;10035.0;East;OFF-AP-10002578;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;293.52;10;203;19
28.09.2016;03.10.2016;Second Class;JJ-15445;Consumer;New York City;New York;10035.0;East;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;307.98;747;1;59
02.11.2016;06.11.2016;Standard Class;LT-17110;Consumer;San Diego;California;92105.0;West;FUR-FU-10004909;Furniture;Furnishings;Contemporary Wood/Metal Frame;96.96;10;5;113
02.11.2016;06.11.2016;Standard Class;LT-17110;Consumer;San Diego;California;92105.0;West;OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern;117.488;55;5;2
02.11.2016;06.11.2016;Standard Class;LT-17110;Consumer;San Diego;California;92105.0;West;OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;11.952;7;22;10
02.11.2016;06.11.2016;Standard Class;LT-17110;Consumer;San Diego;California;92105.0;West;FUR-BO-10004357;Furniture;Bookcases;OSullivan Living Dimensions 3-Shelf Bookcases;512.499;27;21;141
31.07.2017;05.08.2017;Standard Class;AH-10690;Corporate;San Francisco;California;94122.0;West;FUR-TA-10002774;Furniture;Tables;Laminate Occasional Tables;863.128;9;1;12
06.11.2018;13.11.2018;Standard Class;AB-10060;Home Office;Seattle;Washington;98105.0;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;2036.86;9;204;14
06.11.2018;13.11.2018;Standard Class;AB-10060;Home Office;Seattle;Washington;98105.0;West;FUR-CH-10003312;Furniture;Chairs;Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs;449.568;12;2;373
06.11.2018;13.11.2018;Standard Class;AB-10060;Home Office;Seattle;Washington;98105.0;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;108.96;4;4242;24
14.02.2017;19.02.2017;Standard Class;FM-14380;Consumer;Jackson;Mississippi;39212.0;South;OFF-AR-10002240;Office Supplies;Art;Panasonic KP-150 Electric Pencil Sharpener;264.18;44;2;4
09.07.2015;13.07.2015;Standard Class;GH-14410;Home Office;Los Angeles;California;90049.0;West;OFF-LA-10004559;Office Supplies;Labels;Avery 49;Feb 88;729;66;17
09.07.2015;13.07.2015;Standard Class;GH-14410;Home Office;Los Angeles;California;90049.0;West;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;41.904;10;4;1
09.07.2015;13.07.2015;Standard Class;GH-14410;Home Office;Los Angeles;California;90049.0;West;OFF-ST-10001505;Office Supplies;Storage;Perma STOR-ALL Hanging File Box, 13 1/8W x 12 1/4D x 10 1/2H;23.92;8;22;11
30.01.2017;04.02.2017;Standard Class;HE-14800;Corporate;Chicago;Illinois;60623.0;Central;OFF-PA-10003892;Office Supplies;Paper;Xerox 1943;156.512;13;241;14
22.09.2017;25.09.2017;First Class;SZ-20035;Home Office;New York City;New York;10035.0;East;OFF-ST-10002370;Office Supplies;Storage;Sortfiler Multipurpose Personal File Organizer, Black;128.34;8;2;19
22.12.2018;24.12.2018;First Class;CM-12115;Consumer;Los Angeles;California;90008.0;West;TEC-AC-10000474;Technology;Accessories;Kensington Expert Mouse Optical USB Trackball for PC or Mac;474.95;13;1;171
02.09.2017;08.09.2017;Standard Class;TG-21310;Consumer;Des Moines;Washington;98198.0;West;TEC-CO-10002095;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;999.98;13;3;110
02.08.2016;06.08.2016;Standard Class;DK-12985;Consumer;Springfield;Oregon;97477.0;West;FUR-TA-10003469;Furniture;Tables;Balt Split Level Computer Training Table;277.5;16;3;180
21.11.2016;25.11.2016;Standard Class;SS-20410;Consumer;Philadelphia;Pennsylvania;19120.0;East;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;1.252.704;14;3;189
21.11.2016;25.11.2016;Standard Class;SS-20410;Consumer;Philadelphia;Pennsylvania;19120.0;East;TEC-PH-10002923;Technology;Phones;Logitech B530 USB Headset - headset - Full size, Binaural;110.97;12;13;12
18.05.2018;22.05.2018;Standard Class;BM-11575;Corporate;Chicago;Illinois;60653.0;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;22.608;5;4;6
18.05.2018;22.05.2018;Standard Class;BM-11575;Corporate;Chicago;Illinois;60653.0;Central;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;1.892;10;1;2
